212.0	5.54010009766	23864.98	-0.691037735849	0.0849056603774	51.1919811321	0	0	69.9528301887	0.0	0.0	0.0235849056604	0.0660377358491	0.00943396226415	0.0849056603774	0.061320754717	0.0849056603774	0.0424528301887	0.0283018867925	0.0330188679245	0.0566037735849	0.0283018867925	0.0990566037736	0.0471698113208	0.0471698113208	0.0896226415094	0.0518867924528	0.0566037735849	0.0235849056604	0.0141509433962	0.0471698113208	0.0283018867925	11	2	0	2	0	3	1	1	0	0	10	1	1	3	11	3	1	0	0	0	0	1	0	4	1	0	0	2	11	128	9	2	18	3	0	1	0	5	1	1	0	1	16	2	1	4	18	4	1	2	1	2	2	1	1	6	2	1	2	1	18	73	17	3	10	12	1	5	2	8	2	2	2	0	14	9	2	10	17	6	6	5	0	1	1	2	2	8	2	1	1	4	10	41	18	4	3.14865463032	0.207829828287	3.42478543364	2.37332704112	3.20364732126	2.27401725701	1.14973361135	1.86462857752	1.86049305318	1.5732081917	3.56662989978	2.58915803747	2.3686708271	3.36073828169	2.86078044703	2.27010169756	1.2853873748	0.514766864984	2.36634617249	1.91496770149	0.00471698113208	0.0	0.0	0.0	0.0	0.0	0.00471698113208	0.00471698113208	0.0	0.00471698113208	0.0141509433962	0.00943396226415	0.00471698113208	0.00471698113208	0.0	0.00943396226415	0.0141509433962	0.0188679245283	0.0141509433962	0.00943396226415
12.0	9.75006103516	1190.33	0.358333333333	0.0	71.6	0	0	89.1666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0833333333333	0.0	0.0	0.0833333333333	0.0833333333333	0.0	0.0	0.0833333333333	0.333333333333	0.0833333333333	0.0	0.0	0.0833333333333	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0.528320833574	0	0	0	0	0	0	0	0	0	1.12581458369	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119.0	9.06781005859	14345.88	-0.588235294118	0.134453781513	45.9058823529	0	0	85.2100840336	0.0	0.0	0.0252100840336	0.0252100840336	0.00840336134454	0.0420168067227	0.0588235294118	0.0420168067227	0.0504201680672	0.109243697479	0.0756302521008	0.0420168067227	0.0168067226891	0.0840336134454	0.0588235294118	0.0336134453782	0.0504201680672	0.0420168067227	0.0840336134454	0.0672268907563	0.00840336134454	0.0252100840336	0.0756302521008	7	0	0	3	0	1	0	0	0	0	7	1	0	1	7	1	1	1	0	0	0	0	1	0	0	0	0	3	8	65	5	3	8	0	1	2	1	0	0	0	1	0	8	1	1	1	7	2	0	2	0	1	1	0	1	0	1	0	1	2	9	55	7	2	7	5	2	2	0	5	0	0	0	0	10	7	0	2	11	2	1	9	3	0	0	0	3	2	0	0	3	4	8	9	15	5	0.750016371951	0	0.860860447872	1.22503461234	1.69604472559	1.51812055582	2.75135505629	2.27771190175	1.40819042074	0.514623468387	1.91948648291	1.89422266287	0.923084464741	1.35105442791	1.41852326955	2.49837929326	2.37408977999	0	0.56633672026	2.21803545532	0.00840336134454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00840336134454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168067226891	0.00840336134454	0.00840336134454	0.0
226.0	9.67108154297	25384.81	-0.49203539823	0.0973451327434	66.0424778761	0	0	63.0973451327	0.0	0.0	0.0575221238938	0.070796460177	0.0221238938053	0.0530973451327	0.0486725663717	0.0530973451327	0.0884955752212	0.0265486725664	0.00884955752212	0.0575221238938	0.0309734513274	0.0973451327434	0.0575221238938	0.0309734513274	0.0663716814159	0.119469026549	0.0884955752212	0.0442477876106	0.0	0.0265486725664	0.00884955752212	15	0	1	1	0	5	0	0	0	0	9	8	1	5	14	2	4	4	0	0	1	0	0	6	1	0	0	2	16	109	17	1	16	2	1	2	0	6	0	0	0	0	8	2	1	3	16	3	1	1	3	3	4	0	0	10	4	0	6	3	17	93	8	9	20	3	1	1	1	7	0	1	0	2	14	9	3	4	20	4	3	7	4	1	3	1	1	9	3	1	3	2	20	47	23	4	2.81099311865	0.883583445388	2.27655366142	2.88026914889	3.05829754769	3.59754760087	1.65482771532	0.358908054651	3.19507136732	1.96595658646	3.7864446758	2.46628483952	1.8414841727	3.39519874179	4.06200437438	3.53104789928	2.52670515087	0	1.39113249953	0.505619988398	0.0176991150442	0.0	0.0	0.0176991150442	0.0	0.0	0.00442477876106	0.00442477876106	0.0132743362832	0.0	0.00442477876106	0.0221238938053	0.00442477876106	0.00442477876106	0.0	0.0132743362832	0.0221238938053	0.0265486725664	0.0132743362832	0.00884955752212
16.0	6.18206787109	1907.0	-1.40625	0.125	55.53125	0	0	55.0	0.0	0.0	0.125	0.0625	0.0	0.125	0.0625	0.125	0.0625	0.0	0.0	0.0	0.0	0.125	0.125	0.0	0.0625	0.0	0.1875	0.0	0.0	0.0	0.0625	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	2	1	2	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0.25	0	0.375	0	0	0	0	0	0.24339272901	0.53063906223	0	0	0	0.702819531115	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.0625	0.0625
597.0	9.62115478516	69626.64	-0.940033500838	0.115577889447	37.1537688442	0	0	44.6398659966	0.0	0.0	0.112227805695	0.0268006700168	0.00670016750419	0.0536013400335	0.13567839196	0.0954773869347	0.102177554439	0.00670016750419	0.00837520938023	0.100502512563	0.0536013400335	0.0485762144054	0.0100502512563	0.0117252931323	0.0150753768844	0.0837520938023	0.128978224456	0.0284757118928	0.00335008375209	0.070351758794	0.0100502512563	37	1	0	1	0	33	0	1	0	0	33	31	1	32	11	27	6	54	1	0	0	1	29	5	1	0	1	1	37	185	62	2	30	16	1	2	1	52	0	1	1	0	28	3	1	27	19	27	1	43	26	6	6	1	41	18	7	0	32	2	30	110	28	33	21	9	17	5	11	15	0	4	4	11	27	44	7	23	14	16	14	69	3	24	27	4	39	3	27	4	16	18	21	14	65	17	2.66831987791	0.288106341504	3.84760644595	5.27265049532	4.9664872086	4.89267435155	0.533513126629	0.73977041537	5.51435763481	4.48551505421	3.80123981904	1.90818369997	1.49145476237	1.57946384113	5.15604949037	5.59884381559	2.67793956215	0.120225990353	4.74977570726	0.767477960022	0.0117252931323	0.0502512562814	0.00167504187605	0.0	0.0	0.0	0.00502512562814	0.00167504187605	0.0385259631491	0.00502512562814	0.00502512562814	0.0502512562814	0.00335008375209	0.00167504187605	0.0	0.00335008375209	0.0552763819095	0.0552763819095	0.0485762144054	0.00670016750419
11.0	9.75006103516	1101.27	0.981818181818	0.0909090909091	12.0272727273	0	0	124.545454545	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.181818181818	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0.51704705625	0	0	0	0.511218850341	0	0	0	0	0	0.476983155227	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113.0	8.55621337891	13159.89	-0.0495575221239	0.106194690265	37.0238938053	0	0	79.4690265487	0.0	0.0	0.0176991150442	0.0973451327434	0.0619469026549	0.0442477876106	0.0619469026549	0.0353982300885	0.0530973451327	0.0530973451327	0.00884955752212	0.0353982300885	0.0619469026549	0.0796460176991	0.0530973451327	0.0353982300885	0.0176991150442	0.0619469026549	0.0973451327434	0.0265486725664	0.0442477876106	0.0619469026549	0.00884955752212	8	4	0	0	0	2	0	0	0	0	10	0	0	2	11	2	0	0	0	0	0	0	0	2	0	0	0	0	8	50	10	0	7	4	0	1	0	2	0	0	0	0	9	2	0	2	10	2	0	2	1	0	0	0	0	2	0	0	1	1	7	44	10	2	10	4	0	1	2	5	0	0	1	1	9	1	1	6	10	5	2	0	1	0	1	0	1	5	1	0	0	0	10	23	9	0	2.68422655654	1.88227342771	1.00240005708	1.35701438123	1.10016674398	1.60657739432	1.64963288566	0	1.00929592411	1.99879395008	2.30047735529	1.70973720977	1.02208285818	0.487727613727	1.37129009155	3.02125466531	0.508125976834	1.7581283899	1.86285844371	0	0.00884955752212	0.0	0.0	0.0	0.00884955752212	0.00884955752212	0.0	0.0	0.0	0.0176991150442	0.00884955752212	0.00884955752212	0.0	0.0	0.0	0.0	0.0176991150442	0.0176991150442	0.0	0.0176991150442
9.0	9.79498291016	953.1	0.0777777777778	0.111111111111	43.3111111111	0	0	11.1111111111	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.222222222222	0.111111111111	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.111111111111	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0.528320833574	0	0	0	0	0.482205555876	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268.0	5.41278076172	30449.24	-0.773880597015	0.0970149253731	58.1876865672	0	0	62.9850746269	0.00373134328358	0.0	0.0597014925373	0.0522388059701	0.0261194029851	0.111940298507	0.0634328358209	0.115671641791	0.0410447761194	0.00746268656716	0.0111940298507	0.0783582089552	0.0335820895522	0.115671641791	0.0149253731343	0.0410447761194	0.0373134328358	0.0634328358209	0.0746268656716	0.0223880597015	0.0149253731343	0.0335820895522	0.0410447761194	21	2	0	1	0	12	0	0	0	0	12	3	0	12	12	11	1	3	0	0	0	0	1	11	0	0	0	1	21	125	14	1	20	2	0	4	9	15	0	0	0	9	14	5	0	15	15	7	8	4	9	0	0	0	7	8	0	0	0	4	20	70	15	4	19	7	0	7	4	16	2	1	4	4	13	9	4	14	13	13	5	9	6	2	5	1	5	13	2	4	4	3	19	34	15	7	2.89486177749	0.959867429321	3.9678696753	3.1256972163	4.12302001457	2.55642473531	0.5058822095	0.548356988712	3.27024970248	2.48229130042	3.92131795943	1.11364935405	2.3429657347	2.66256353835	2.938613322	3.65128049831	1.63154471337	0.930755985217	2.56056226845	2.65283341023	0.0223880597015	0.0298507462687	0.0	0.00373134328358	0.0	0.0	0.0	0.0	0.00373134328358	0.00746268656716	0.0373134328358	0.00373134328358	0.0	0.0	0.0111940298507	0.00373134328358	0.0410447761194	0.044776119403	0.0111940298507	0.00746268656716
